Ano,Mes,Categoria,INV Dolar,INV
2015,1,SITIOS DE COMPRAS,1312494.83,712790056.34
2015,1,SUPERMERCADOS,1156839.54,628256684.28
2015,1,DIARIOS,1150366.28,624741158.38
2015,1,OPERADORES MOV FUL,1059343.60,575308775.58
2015,1,EVENTOS,1047427.92,568837876.28
2015,1,UNIVERSIDAD PRIVAD,983158.45,533934526.68
2015,1,VARIOS,968095.18,525754841.14
2015,1,CINES,750182.91,407412379.70
2015,1,ADMINISTRATIVOS,669233.92,363447119.94
2015,1,TIENDAS ELECTRODOM,661408.35,359197862.25
2015,1,TELEVISION CABLE,645690.93,350662271.84
2015,1,ESTADO,539894.58,293209691.89
2015,1,CONTRA OBESIDAD,523460.48,284281104.83
2015,1,VIVIENDA,454522.67,246842502.42
2015,1,MEDICAMENTOS,443072.19,240623695.61
2015,1,MINISTERIOS,437610.50,237657912.03
2015,1,TIENDAS DEPARTAMEN,382783.53,207882456.02
2015,1,FERRETERIAS,362796.66,197028021.35
2015,1,FAST FOOD HAMBURGU,343708.51,186661332.95
2015,1,ONG,342729.82,186129874.60
2015,1,RADIOEMISORAS,336668.37,182837910.85
2015,1,PINTURAS,333457.79,181094426.85
2015,1,CLUBES DE FUTBOL,331594.81,180082510.68
2015,1,UNIVERSIDAD ESTATA,327630.39,177929625.58
2015,1,REVISTAS,321264.56,174472347.08
2015,1,CREDITO PERSONAL,318237.61,172828720.12
2015,1,SUPLEMENTO ADULTOS,308935.31,167776584.00
2015,1,TELEVISION ABIERTA,290450.40,157737918.32
2015,1,SMS ENTRETENIMIENT,284251.27,154371286.32
2015,1,CENTROS ADELGAZANT,263775.13,143251000.00
2015,1,GASEOSOS COLAS,263496.59,143099816.54
2015,1,AUTOS (MULTICATEGORIA),256356.85,139222531.04
2015,1,AGENCIAS DE VIAJES,252230.20,136981355.32
2015,1,FAST FOOD POLLO,250210.11,135884077.14
2015,1,CERVEZA,249393.62,135441031.96
2015,1,BANCA IMAGEN,243804.48,132405446.84
2015,1,ASOCIACIONES,235358.25,127818505.67
2015,1,SMS PREMIOS,231096.65,125503971.17
2015,1,SITIOS,231038.19,125472203.98
2015,1,INTERNET SERVICE P,228141.83,123899557.07
2015,1,AUTOS TODOTERRENO,226535.46,123026861.45
2015,1,TELEVENTAS,223008.28,121111333.31
2015,1,CUENTA DE AHORRO,213055.21,115706351.30
2015,1,TARJETAS CREDITO,212061.00,115166228.21
2015,1,DENTIFRICOS,210500.93,114318847.52
2015,1,BIENES RAICES,201738.15,109560733.21
2015,1,CEREALES FAMILIARE,200133.55,108688486.77
2015,1,ESCUELAS COCINA,190966.18,103709905.02
2015,1,CHAMPU TRADICIONAL,188205.59,102210735.44
2015,1,BOUTIQUE,185682.46,100840337.89
2015,1,REPUESTOS,184915.80,100424387.24
2015,1,AUTOS USADOS,179284.47,97365915.37
2015,1,EMPRESAS,179263.97,97354710.06
2015,1,ANALGESICOS,178277.50,96819143.84
2015,1,MOTOS,177101.84,96180585.15
2015,1,FIESTAS PATRONALES,174780.67,94920027.56
2015,1,TARJETAS CRED EMIS,173560.18,94257195.48
2015,1,MAQUINA DEPORTES,167043.78,90718166.66
2015,1,CANALES TELEVISION,166125.06,90219224.10
2015,1,ESCUELAS IDIOMAS,165266.74,89753354.71
2015,1,FAST FOOD TACO,163620.39,88859005.39
2015,1,FUNDACIONES,163454.51,88769185.15
2015,1,VEHICULOS,161641.23,87783840.55
2015,1,HOTELES DE PLAYA,161338.27,87619720.89
2015,1,CONCIERTOS,161203.81,87546793.94
2015,1,ATUN,156551.96,85020412.29
2015,1,PRODS CONTRA ACNE,156450.40,84965088.81
2015,1,SKIN CARE,154010.79,83640179.06
2015,1,CENTROS COMERCIALE,152600.90,82874775.21
2015,1,SNACKS,150077.00,81503870.09
2015,1,ZAPATERIAS,149777.18,81341127.40
2015,1,ANTIGRIPALES ADULT,145675.97,79114187.20
2015,1,CLI Y PROF SALUD,142749.06,77524243.01
2015,1,UNGUENTOS,141455.62,76821819.37
2015,1,DESODORANTES FEMEN,140031.33,76048212.88
2015,1,JUGOS,139865.67,75958379.07
2015,1,DIVERSIONES,139367.70,75687888.17
2015,1,TARJETAS CRED AFIL,139085.94,75534780.00
2015,1,ALIMENTOS (OTROS),136634.73,74203605.78
2015,1,REPELENTE ESPACIAL,135276.71,73466178.69
2015,1,CAMARAS (ASOC),131898.89,71632107.11
2015,1,ANTIACIDOS,131437.99,71381362.08
2015,1,RESTAURANTES,129119.05,70122143.85
2015,1,AGENCIA PUBLICIDAD,128856.32,69979294.50
2015,1,FAJAS ADELGAZANTES,125608.87,68215666.69
2015,1,CHOCOLATES,123540.88,67092616.65
2015,1,CAMPANAS BIEN SOCI,122060.57,66288793.65
2015,1,TALLER AUTOMOTRIZ,116182.96,63096747.20
2015,1,DETERGENTES,115575.83,62766992.74
2015,1,SERVICIOS PYMES,112724.08,61218289.53
2015,1,FAST FOOD PIZZA,107431.46,58343882.68
2015,1,CREMAS CUERPO MANO,106518.91,57848289.69
2015,1,BEBIDAS ENERGIZANT,105424.57,57254101.72
2015,1,ANTIHEMORROIDES,105178.30,57120232.09
2015,1,PREPARADOS LECHE,104054.18,56509748.32
2015,1,LOTES,103653.42,56292736.93
2015,1,CONSTRUCTORAS,103329.97,56116452.37
2015,1,TURISMO,101125.92,54919555.56
2015,1,DETERGENTE LIQUIDO,99382.57,53972685.62
2015,1,MUEBLERIAS,99347.67,53953747.54
2015,1,SERVICIOS BANCARIO,95172.92,51686542.57
2015,1,APPS,94906.17,51541671.21
2015,1,AUTOS SEDANES,94568.67,51358328.70
2015,1,COOPERATIVAS,92653.94,50318648.32
2015,1,DESODORANTE AMBIEN,92652.38,50317651.82
2015,1,ESCOLAR,90921.74,49377818.42
2015,1,TIENDA DEPORTIVA,90841.83,49334624.98
2015,1,FRIJOLES EN GRANO,90352.97,49069040.24
2015,1,900,89483.20,48596515.86
2015,1,MAT.CONSTRUCCION,89305.70,48500261.21
2015,1,OPTICAS,88116.34,47854216.60
2015,1,MAQUILLAJE,88046.63,47816363.78
2015,1,PELICULAS DE VIDEO,87640.25,47595666.65
2015,1,OPERADORES MOV VIR,86369.74,46905781.77
2015,1,PENSIONES,85955.04,46680486.77
2015,1,ASPIRADORAS,82474.00,44790000.00
2015,1,ALMACENES,81271.23,44136641.64
2015,1,INSECTICIDAS,80393.52,43660119.60
2015,1,ELECTRODOMESTICOS,79865.83,43373532.57
2015,1,SEMINARIOS,79533.42,43193086.79
2015,1,SUPLEMENTO NINOS,79271.37,43050696.27
2015,1,CELULARES,78293.31,42519669.69
2015,1,ALMACENES DESCUENT,78021.83,42372038.93
2015,1,CENTROS REH. DROGA,77561.74,42122232.24
2015,1,LIMPIADORES,75613.76,41064375.40
2015,1,GALLETAS OTRAS,75366.41,40930097.07
2015,1,AGUARDIENTE,74739.77,40589757.03
2015,1,BARES,74578.34,40502280.53
2015,1,ARROZ,74000.58,40188186.07
2015,1,AZAR,73975.55,40174630.69
2015,1,ROPA NINOS,73437.44,39882506.52
2015,1,CHAMPU MEDICADO,73403.26,39863842.90
2015,1,LIN.AEREAS OTRAS,72995.52,39642455.48
2015,1,TIENDA ROPA CASUAL,72205.18,39213463.52
2015,1,EXPOSICIONES,72199.13,39209938.99
2015,1,ZAPATOS OTROS,71410.78,38785234.50
2015,1,REFRESCOS HIDRATAT,71238.04,38687960.61
2015,1,CENTROS ESTETICA,70636.07,38361012.07
2015,1,SALSA PARA COCINAR,70159.56,38102298.70
2015,1,CENTROS SERV AUTOM,69547.90,37770235.91
2015,1,CLINICAS DENTALES,69493.21,37740549.94
2015,1,FRUTAS,69400.97,37690546.79
2015,1,CAFE,69124.24,37539998.65
2015,1,GIMNASIOS,68624.98,37268951.35
2015,1,DISCOMOVILES,67150.65,36468287.01
2015,1,LIBROS,66602.50,36170472.85
2015,1,CONTRADROGAS,66190.42,35946717.84
2015,1,RELIGION,63501.33,34486368.54
2015,1,MUNICIPALIDADES,63237.86,34343369.06
2015,1,CREDITO OTROS,62410.30,33893883.30
2015,1,ESCUELAS INFORMATI,62075.55,33712004.12
2015,1,NOCLASIFICADOS,62024.52,33684340.62
2015,1,QUITAMANCHAS,60650.79,32938232.09
2015,1,FAST FOOD SANDWICH,59326.49,32219052.74
2015,1,DISTRIBUIDORAS,58776.81,31920635.24
2015,1,HELADOS,58076.34,31540114.21
2015,1,BOUTIQUE CABALLERO,57737.84,31356291.00
2015,1,CEPILLOS DE DIENTE,57580.77,31270961.26
2015,1,GRUPOS MUSICALES,57530.24,31243550.01
2015,1,MUSEOS,56920.36,30912314.34
2015,1,PERFUMES,56388.13,30623363.58
2015,1,AUTOS DE LUJO,55599.67,30195086.40
2015,1,LECHE LIQUIDA,54772.16,29745666.17
2015,1,OTROS MEDIOS COMUN,54217.21,29444295.18
2015,1,DISCOS,53964.33,29307020.67
2015,1,DESODORANTES CABAL,53862.27,29251518.50
2015,1,CUADERNOS,53608.36,29113682.40
2015,1,PUBLICIDAD COOPERA,53287.49,28939373.88
2015,1,SOFTWARE,52664.10,28600835.92
2015,1,TELEFONIA FIJA,52176.61,28336147.94
2015,1,FINANCIERAS,51866.04,28167406.00
2015,1,INDUSTRIAS,51427.20,27929088.33
2015,1,LUBRICANTES,51414.02,27921953.14
2015,1,AGUA PURA,51242.29,27828695.67
2015,1,BANCA INTERNACIONA,50860.00,27621048.80
2015,1,HIGIENE HOGAR,50400.61,27371562.58
2015,1,HOTELES OTROS,50311.58,27323226.13
2015,1,IMPRESORAS,50069.33,27191786.76
2015,1,TEATROS,50019.72,27164694.25
2015,1,CERTIFICADOS INVER,49614.05,26944464.97
2015,1,RECURSOS HUM INGLE,49065.58,26646622.00
2015,1,ABOGADOS,47908.50,26018166.88
2015,1,JEANS,47518.29,25806246.97
2015,1,ENERGIA,47223.15,25645971.10
2015,1,REPOSTERIA,45785.97,24865451.39
2015,1,PARAUNIVERSIT PRIV,44933.89,24402737.63
2015,1,GPS,44328.50,24073970.00
2015,1,BEBIDAS PREP CON A,43900.00,23841212.00
2015,1,CEREALES INFANTILE,42952.17,23326462.10
2015,1,SMS RELIGIOSO,42791.86,23239499.28
2015,1,TORTILLAS,42564.10,23115739.49
2015,1,REPELENTE DE PIEL,41719.99,22657289.32
2015,1,VITAMINA ADULTOS,41680.77,22635985.80
2015,1,ANTIMICOTICOS VAGI,40936.14,22231600.00
2015,1,ANALGESICOS UNGUEN,39926.71,21683400.00
2015,1,EQUIPO INDUSTRIAL,39305.75,21346287.20
2015,1,COLEGIOS DE PROFES,39167.85,21271319.67
2015,1,SALONES DE BELLEZA,38958.40,21157593.39
2015,1,TIENDAS DE LLANTAS,37921.92,20594602.14
2015,1,AGRICOLA GANADERO,37554.25,20395003.40
2015,1,ESCUELAS OTRAS,37102.64,20149763.22
2015,1,SUAVIZANTES,36724.24,19944200.00
2015,1,TIENDAS DE JUGUETE,36550.95,19850100.57
2015,1,COLEGIOS (BACHILLE,35971.28,19535261.39
2015,1,AUTOS TODOTER LUJO,35424.21,19238178.19
2015,1,MASA,35036.14,19027469.63
2015,1,ALIMENTOS PREPARAD,34559.32,18768484.46
2015,1,MUEBLES DE COCINA,34513.43,18743558.01
2015,1,LINEA DE ROPA,34177.80,18561274.57
2015,1,FAST FOOD CASUAL,33928.93,18426123.67
2015,1,CREMAS ANTICELULIT,33553.07,18222000.00
2015,1,JUGUETES,33210.39,18035898.23
2015,1,TARJETAS CRED COME,33168.68,18013268.40
2015,1,PERROS COMIDA,33168.38,18013085.99
2015,1,PISOS,33096.78,17974206.77
2015,1,VENTAS POR CATALOG,32359.12,17573547.40
2015,1,LAVAPLATOS,32313.88,17549018.02
2015,1,CASAS PREFABRICADA,32027.33,17393375.00
2015,1,ESCUELAS MUJERES,31829.04,17285716.06
2015,1,ENJUAGUE BUCAL,31714.12,17223300.00
2015,1,JOYERIAS,31128.31,16905168.10
2015,1,SEGUROS,30980.71,16825044.50
2015,1,FUEGOS ARTIFICIALE,30976.96,16823100.02
2015,1,WHISKY,30504.85,16566575.53
2015,1,SUPERMERCADOS ELEC,30335.90,16474817.92
2015,1,ELECTRICIDAD,30199.09,16400542.40
2015,1,DISCOTECAS,30166.85,16383000.00
2015,1,CASAS DE EMPENO,30150.53,16374128.08
2015,1,AUTOS COMPACTOS,30081.13,16336497.00
2015,1,ORGANIZADOR EVENTO,29997.82,16291205.95
2015,1,ROPA USADA,29952.00,16266382.68
2015,1,BOLSAS,29504.00,16023033.82
2015,1,LLANTAS,29396.72,15964784.14
2015,1,DESINFECTANTES,29317.49,15921748.00
2015,1,ANTICARDIACOS,29034.58,15768100.00
2015,1,ANTIPANALITIS,28768.33,15623500.00
2015,1,CREDITO VIVIENDA,28232.86,15332733.22
2015,1,COLCHONES,28055.26,15236280.87
2015,1,FARMACIAS,27673.89,15029101.31
2015,1,RELOJES,27597.16,14987462.94
2015,1,AC COMPUTADORAS,27562.55,14968651.50
2015,1,ANTICONCEPTIVOS,27547.85,14960678.28
2015,1,CUADRACICLOS,27152.67,14746080.00
2015,1,STEREOS CARROS,27053.79,14692500.00
2015,1,OFICENTRO,26710.65,14506026.42
2015,1,CATERING SERVICE,26690.95,14495356.72
2015,1,SALVEQUES,26186.08,14221148.60
2015,1,MUTUALES,26068.95,14157562.71
2015,1,TARJETAS CRED MARC,25856.74,14042250.00
2015,1,TIENDAS AUDIO VIDE,25800.93,14011980.00
2015,1,OLLAS,25726.80,13971707.68
2015,1,TIENDA ROPA DISENA,25643.37,13926408.10
2015,1,HOSTING Y OTROS,25199.85,13685625.22
2015,1,CLOROS,25057.02,13607965.22
2015,1,HOTELES DE PRIMERA,24702.70,13415557.64
2015,1,HERRAMIENTAS,24611.29,13365921.02
2015,1,BOMBILLOS,24214.59,13150469.83
2015,1,PROD LACTEOS OTROS,24212.45,13149336.79
2015,1,SEGURIDAD,24151.95,13116442.00
2015,1,MINISUPERMERCADOS,23582.54,12807226.50
2015,1,PARASICOLOGIA,23331.42,12671100.00
2015,1,REFRESCOS DE TE,23235.19,12618572.14
2015,1,CAMIONES,22829.71,12398357.30
2015,1,HELADERIAS,22622.26,12285700.00
2015,1,TIENDAS CONVENIENC,22170.86,12040546.26
2015,1,BIENES RAICES PLAY,22082.70,11992674.87
2015,1,TENNIS,22073.79,11987880.02
2015,1,BANCA PAGOS SERVIC,21910.13,11898944.50
2015,1,CHUPONES,21757.51,11816066.69
2015,1,PICK UP,21310.46,11573284.20
2015,1,AIRE ACONDICIONADO,21180.71,11502844.14
2015,1,ZAPATOS NINOS,21063.38,11439103.60
2015,1,RON,20761.91,11275381.80
2015,1,VIDEO CLUBES,20314.53,11032500.00
2015,1,HOTEL PLAYA EXTRAN,20240.87,10992413.70
2015,1,BARRAS NUTRITIVAS,20022.19,10873648.77
2015,1,HIGADO,19471.70,10574731.50
2015,1,TARJETAS DEBITO,19362.23,10515240.00
2015,1,FLORISTERIAS,19244.95,10451520.33
2015,1,TV LCD,18202.97,9885684.83
2015,1,PANALES NINOS,17885.58,9713300.06
2015,1,SUPERMERCADOS ESCO,17836.05,9686400.00
2015,1,VALLAS,17767.15,9648984.80
2015,1,AGROQUIMICOS,17751.20,9640339.00
2015,1,BRONCEADORES,17741.70,9635163.54
2015,1,VETERINARIAS,17727.79,9627633.86
2015,1,COMPRESORES,17695.37,9609999.99
2015,1,NUTRICIONISTAS,17450.35,9476931.32
2015,1,SERVICIOS AMBULANC,16971.73,9217031.31
2015,1,SALSA INGLESA,16913.02,9185125.49
2015,1,MULTIFUNCIONALES,16736.61,9089310.40
2015,1,ANTIHISTAMINICOS,16548.66,8987249.00
2015,1,MACROBIOTICAS,16494.23,8957700.00
2015,1,TIENDAS DE BODAS,16393.19,8902812.00
2015,1,CENTROS CAPILARES,16083.26,8734490.30
2015,1,ALIMENTOS ANIMALES,16052.91,8717980.00
2015,1,SOPAS INSTANTANEAS,16005.88,8692538.49
2015,1,COLADOS,15842.26,8603621.47
2015,1,JABON INTIMO FEMEN,15711.35,8532524.79
2015,1,BANCA ELECTR CNCPT,15560.29,8450480.06
2015,1,PARAUNIVERSIT ESTA,15494.84,8414940.06
2015,1,REST MEXICANO,15445.29,8388028.80
2015,1,ROLES,15426.55,8377875.00
2015,1,SONIDO,15367.99,8346085.13
2015,1,DEPORTES,15211.38,8261045.04
2015,1,TIENDAS DE FIESTAS,14865.38,8073125.02
2015,1,EROTISMO,14861.56,8071000.00
2015,1,CEMENTO,14784.32,8029020.22
2015,1,VINOS,14480.39,7864018.92
2015,1,MOTOSIERRAS,14290.59,7761000.00
2015,1,UNIVERSIDAD EXTRAN,14280.00,7755182.40
2015,1,HOSPITALES,14201.85,7712744.55
2015,1,BEBIDAS DE CHOCOLA,13539.71,7353148.89
2015,1,YOGURT,13375.51,7263974.20
2015,1,LABORATORIOS CLINI,13309.56,7228264.00
2015,1,IMPRENTAS,13302.95,7224567.64
2015,1,TIENDAS CELULARES,13270.90,7207223.85
2015,1,CONSULTORIAS,13268.81,7206018.00
2015,1,TIENDAS DE COMPUTO,13255.95,7199068.76
2015,1,EMBUTIDOS,13254.12,7198052.10
2015,1,TOS,13252.19,7197000.00
2015,1,CENTROS COM. OTROS,13215.39,7177019.89
2015,1,ROPA INTIMA MUJER,13063.86,7094774.56
2015,1,POLLERIAS,12985.18,7051999.94
2015,1,PIZZERIAS,12932.08,7023157.00
2015,1,TALLERES,12873.50,6991354.35
2015,1,PINTURAS DE UNAS,12807.30,6955410.00
2015,1,CARNES,12794.61,6948500.00
2015,1,SMS NOTICIAS,12697.06,6895500.00
2015,1,ESCUELAS TECNICAS,12530.25,6804922.71
2015,1,LAMPARAS,12448.93,6760774.60
2015,1,CONFITES,12310.33,6685518.60
2015,1,ESCUELAS BAILE,12032.06,6534373.32
2015,1,MAYONESA,12031.54,6534090.69
2015,1,MAQUINARIA,11948.75,6489140.75
2015,1,ARTIC ELEC CABELLO,11899.12,6462178.83
2015,1,CONDIMENTOS,11525.01,6259000.00
2015,1,PANELES,11523.35,6258119.00
2015,1,EQUIPO MEDICO,11510.64,6251216.16
2015,1,REST TIPICO,11466.99,6227500.00
2015,1,PURIFICADORES AGUA,11333.67,6155091.26
2015,1,PASTELERIAS,11152.34,6056624.00
2015,1,SEGUROS DE VIDA,11002.55,5975284.01
2015,1,HELADOS PALETA,10990.14,5968524.97
2015,1,TIENDAS INSTR MUSI,10946.31,5944777.76
2015,1,ZAPATOS FEMENINOS,10928.21,5934892.43
2015,1,SALA DE FIESTAS,10868.14,5902289.24
2015,1,ACEITES PARA COCIN,10761.31,5844241.99
2015,1,SERVIDORES,10750.00,5838110.00
2015,1,LAPICEROS,10711.10,5817000.00
2015,1,ALARMAS,10697.56,5809620.00
2015,1,LINEA DEPORTIVA,10574.35,5742727.59
2015,1,QUESOS,10559.93,5734889.11
2015,1,LECHE CONDENSADA,10505.85,5705518.64
2015,1,HOTEL CIUDAD EXTRA,10404.85,5650670.75
2015,1,CIRUJANOS PLASTICO,10092.43,5480993.86
2015,1,COSMETICOS (GRAL),10071.35,5469548.71
2015,1,ACCESORIOS IMPRESO,10025.40,5444594.32
2015,1,ACERO,9881.20,5366280.00
2015,1,CASINOS,9635.89,5233063.67
2015,1,KINDER,9612.85,5220555.12
2015,1,VIVEROS,9239.08,5017582.53
2015,1,FUNERARIAS,9121.70,4953850.00
2015,1,LIN.AEREAS NACIONA,9101.17,4942693.40
2015,1,AUTOS UTILITARIOS,8998.68,4887000.00
2015,1,BATERIAS DE AUTOS,8966.73,4869636.80
2015,1,LIBRERIAS,8957.48,4864642.43
2015,1,PANALES ADULTOS,8942.00,4856224.79
2015,1,ESCUELAS DE MANEJO,8898.82,4832790.00
2015,1,PINTURAS OTRAS,8713.26,4732000.00
2015,1,GOMAS,8559.61,4648548.10
2015,1,BETUN,8410.37,4567500.00
2015,1,COMPUTADORAS,8380.00,4551010.40
2015,1,ESCUELAS COMERCIAL,8340.47,4529540.00
2015,1,TE (BOLSA-POLVO),8326.26,4521827.72
2015,1,NAVIERAS,8320.00,4518425.60
2015,1,MUEBLES DE OFICINA,8297.88,4506420.24
2015,1,PASTAS ALIMENTICIA,7882.32,4280738.90
2015,1,POLLO,7812.21,4242657.00
2015,1,PLASTICOS,7739.10,4202950.48
2015,1,"OFICINA, MAT EQUIP",7733.60,4200000.00
2015,1,REST TIPO AMERICAN,7570.00,4111115.90
2015,1,VACUNAS,7512.71,4080000.00
2015,1,TV PANTALLAS,7363.00,3998698.06
2015,1,ESCUELAS BACHILLER,7328.55,3980049.08
2015,1,CICLOS,7280.70,3954000.00
2015,1,PISCINAS,7245.71,3935000.00
2015,1,CLINICAS PIE,7242.20,3933118.34
2015,1,LABORATORIOS,7215.69,3918723.00
2015,1,CONSOLA VIDEOJUEGO,7200.00,3910176.00
2015,1,ESCUELAS FUTBOL,7108.23,3860347.40
2015,1,PANADERIAS,7002.12,3802701.50
2015,1,TIENDAS ARTS HOGAR,6977.62,3789408.16
2015,1,EDULCORANTES,6977.30,3789230.78
2015,1,CERAS PARA AUTOS,6939.62,3768750.00
2015,1,RENT A CAR,6904.80,3749847.70
2015,1,BANCA EMPRESARIAL,6858.97,3725000.00
2015,1,BODEGAS,6651.21,3612143.95
2015,1,NIGHT CLUB,6616.25,3593156.00
2015,1,ARTE,6457.50,3506940.34
2015,1,TIENDAS DE REGALOS,6440.59,3497780.66
2015,1,ORGANISMOS INTERNA,6432.63,3493435.72
2015,1,GASEOSOS SABORES,6421.68,3487500.00
2015,1,TRACTORES,6400.00,3475712.00
2015,1,TECHOS,6380.00,3464850.40
2015,1,DROGUERIAS,6342.32,3444388.00
2015,1,FRIJOLES ENLATADOS,6300.00,3421404.00
2015,1,HELADOS OTROS,6043.61,3282165.71
2015,1,AZUCAR,5820.42,3160945.80
2015,1,KETCHUP,5746.80,3120973.11
2015,1,EDUCACION,5661.86,3074856.67
2015,1,GALLETAS DE SODA,5654.66,3070928.00
2015,1,TELECOMUNICACIONES,5651.54,3069240.00
2015,1,MICROONDAS,5650.00,3068402.00
2015,1,PERSIANAS Y CORTIN,5580.00,3030386.40
2015,1,HIGIENE PERSONAL,5512.04,2993476.70
2015,1,JABON DE BANO,5351.20,2906135.05
2015,1,REST MARISCOS,5247.72,2849926.00
2015,1,QUITAGRASA,5242.75,2847232.22
2015,1,PAPEL HIGIENICO,5215.91,2832660.12
2015,1,CUBITOS,5064.17,2750247.30
2015,1,TIENDAS DE BEBES,5055.09,2745316.71
2015,1,BOMBAS OTRAS,5005.11,2718190.20
2015,1,MONITORES,4900.00,2661092.00
2015,1,TIENDAS DELICATESS,4798.55,2606000.00
2015,1,TOALLAS SANITARIAS,4785.78,2599063.33
2015,1,UPS,4750.00,2579630.00
2015,1,MANI,4680.34,2541809.40
2015,1,LICUADORAS,4622.76,2510526.67
2015,1,DECORACION,4601.01,2498718.00
2015,1,TARJETAS DEB COMER,4584.96,2490000.00
2015,1,ZONA FRANCA,4584.96,2490000.00
2015,1,CUERO,4563.55,2478374.00
2015,1,JABON MANO LIQUIDO,4351.11,2363000.00
2015,1,PAQUETERIA,4341.87,2358000.00
2015,1,PUESTOS DE BOLSA,4253.48,2310000.00
2015,1,INMOBILIARIA VIVIE,4235.23,2300066.67
2015,1,MONTACARGAS,4190.00,2275505.20
2015,1,TRANSPORTES,4136.98,2246715.81
2015,1,BUSES,4085.03,2218500.00
2015,1,CAMARAS FOTOGRAFIC,4083.68,2217766.67
2015,1,GUIAS,3970.97,2156512.50
2015,1,LOSA SANITARIA,3963.47,2152500.00
2015,1,TALLER DE MOTOS,3935.85,2137500.00
2015,1,MATERIAL ESCRITORIO Y PAPELERIA,3912.86,2125000.16
2015,1,CANCHAS DEPORTIVAS,3903.37,2119814.50
2015,1,TIENDAS LUBRICANTE,3829.01,2079450.00
2015,1,TEXTIL,3827.85,2078787.50
2015,1,COLONIAS,3825.00,2077281.00
2015,1,TAMPONES,3816.75,2072800.59
2015,1,EQUIPO EMPRESARIAL,3736.87,2029420.84
2015,1,VESTIDO,3630.19,1971485.60
2015,1,EMPRESAS DISEN.WEB,3575.20,1941600.00
2015,1,OTROS LICORES,3529.56,1916837.22
2015,1,ESCUELAS MUSICA,3521.89,1912682.35
2015,1,PROGRAMACION,3503.15,1902500.00
2015,1,RECAUCHADORAS,3387.09,1839473.68
2015,1,CONTRA IMPOTENCIA,3284.10,1783533.00
2015,1,CAFE INSTANTANEO,3250.00,1765010.00
2015,1,SIROPES,3249.78,1764888.00
2015,1,ORTOPEDICAS,3107.25,1687500.00
2015,1,JALEAS,3089.50,1677848.00
2015,1,TIENDA ROPA INTIMA,3063.26,1663599.80
2015,1,AUTOS SUPER LUJO,3000.00,1629240.00
2015,1,AVICOLAS,3000.00,1629240.00
2015,1,BLINDAJE,3000.00,1629240.00
2015,1,REDES,3000.00,1629240.00
2015,1,CLINICAS OFTALMOLO,2966.71,1611160.00
2015,1,MULTIVITAMINICOS,2964.12,1609752.00
2015,1,ADUANAS,2950.00,1602086.00
2015,1,TURISMO EXT,2867.24,1557157.00
2015,1,CEREALES NINOS,2831.07,1537500.00
2015,1,ENVIOS DE DINERO,2823.03,1533136.63
2015,1,CREMAS DEPILADORA,2810.00,1526054.80
2015,1,REFRESCOS EN POLVO,2795.00,1517906.00
2015,1,ALQUILERES EQ FIES,2775.89,1507530.40
2015,1,MARGARINA,2720.00,1477177.60
2015,1,CLOSETS,2718.20,1476200.05
2015,1,TIENDAS DE NINOS,2585.30,1404025.44
2015,1,ANTIDIARREICOS,2584.00,1403318.72
2015,1,SASTRERIAS,2420.24,1314384.68
2015,1,TARJETAS DEB EMISO,2380.00,1292530.40
2015,1,TUBERIA,2357.00,1280039.57
2015,1,CHAMPU 2EN1,2330.04,1265400.00
2015,1,CHILE,2289.75,1243518.60
2015,1,COMIDA Y ACC GATO,2283.27,1240000.00
2015,1,BUJIAS,2264.86,1230000.00
2015,1,ROMPOPE,2211.46,1201000.00
2015,1,GAS,2186.60,1187500.00
2015,1,PAN,2160.00,1173052.74
2015,1,CAFETERIAS,2145.39,1165121.00
2015,1,HORNOS,2122.76,1152826.68
2015,1,AUTODECORACION,2071.50,1125000.00
2015,1,ARROCERAS,2000.00,1086160.00
2015,1,BEBES GENERICO,2000.00,1086160.00
2015,1,BISUTERIA,1980.00,1075298.40
2015,1,REVISION TEC VEHIC,1841.35,1000000.00
2015,1,BEBIDAS NATURALES,1820.63,988750.00
2015,1,NATILLA,1794.06,974318.40
2015,1,QUIROPRACTICOS,1739.19,944521.30
2015,1,PORTONES,1720.75,934504.00
2015,1,GASOLINERAS,1608.03,873300.00
2015,1,SMS OTROS,1604.18,871200.00
2015,1,FOTOGRAFOS,1574.34,855000.00
2015,1,GANADERIAS,1546.73,840000.00
2015,1,BLANQUEADORES DENT,1531.08,831500.00
2015,1,TINTES PARA CABELL,1530.40,831132.00
2015,1,HOGAR DE ANCIANOS,1503.46,816500.00
2015,1,COMPU PORTATILES,1501.91,815661.00
2015,1,REFRIGERADORAS,1500.00,814620.01
2015,1,ESCUELAS KARATE,1417.85,770000.14
2015,1,MADERAS,1400.00,760312.00
2015,1,LAVADORAS ROPA,1300.00,706004.00
2015,1,BLOQUES,1260.24,684407.00
2015,1,VINAGRE,1244.75,676000.00
2015,1,VIDRIOS,1242.91,675000.00
2015,1,SERVICIOS TELEFONI,1242.91,675000.00
2015,1,TEQUILA,1218.75,661878.75
2015,1,ESCUELAS DEPORTIVA,1200.00,651696.00
2015,1,CUCHILLERIA,1144.42,621511.90
2015,1,HIELO,1132.43,615000.00
2015,1,MOTELES,1132.43,615000.00
2015,1,GOTAS OFTALMICAS,1119.50,607983.50
2015,1,CLUBES,1110.25,602956.20
